user_mood,physical_focus,fitness_level,target_avg_hr,duration_minutes,recommended_sequence
Lethargic,Core,Beginner,104,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Sore,Active Recovery,Intermediate,118,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Lower Body,Beginner,120,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Happy,Flexibility,Beginner,121,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Active Recovery,Intermediate,123,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Active Recovery,Beginner,123,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Core,Beginner,123,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Sore,Active Recovery,Advanced,130,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Happy,Flexibility,Intermediate,130,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Upper Body,Intermediate,132,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Flexibility,Intermediate,132,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Core,Intermediate,132,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Lower Body,Intermediate,134,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Core,Intermediate,134,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Full Body Cardio,Intermediate,134,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Active Recovery,Intermediate,134,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Happy,Flexibility,Intermediate,136,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Active Recovery,Intermediate,136,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Flexibility,Intermediate,137,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Active Recovery,Advanced,138,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Energetic,Active Recovery,Beginner,139,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Sore,Active Recovery,Advanced,139,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Active Recovery,Intermediate,139,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Upper Body,Intermediate,140,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Full Body Cardio,Advanced,145,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Core,Advanced,146,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Lower Body,Advanced,146,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Flexibility,Advanced,147,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Flexibility,Advanced,148,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Flexibility,Advanced,151,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Angry,Flexibility,Intermediate,151,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Angry,Active Recovery,Intermediate,152,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Angry,Active Recovery,Advanced,165,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Angry,Active Recovery,Advanced,167,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Sore,Core,Beginner,103,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Sore,Core,Beginner,106,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Happy,Core,Beginner,119,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Happy,Core,Beginner,125,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Happy,Core,Intermediate,130,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Sore,Core,Advanced,131,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Energetic,Core,Intermediate,151,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Energetic,Core,Intermediate,152,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Energetic,Core,Intermediate,157,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Angry,Core,Advanced,173,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Lethargic,Lower Body,Beginner,100,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Lethargic,Core,Beginner,103,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Lethargic,Core,Beginner,103,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Lethargic,Full Body Cardio,Beginner,110,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Lethargic,Lower Body,Intermediate,122,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Lethargic,Lower Body,Advanced,139,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Lethargic,Lower Body,Advanced,139,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Sore,Lower Body,Beginner,106,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Sore,Lower Body,Beginner,109,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Focused,Lower Body,Beginner,120,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Happy,Lower Body,Beginner,121,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Sore,Lower Body,Advanced,136,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Energetic,Lower Body,Beginner,138,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Energetic,Lower Body,Beginner,139,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Focused,Lower Body,Advanced,149,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Energetic,Lower Body,Advanced,169,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Angry,Upper Body,Intermediate,159,50,10m Jump Rope (Basic Bounce - Alternating Feet - Double Unders) | 30m Heavy Bag/Shadow Boxing (Jab-Cross combos - Bob & Weave - Hooks/Uppercuts) | 10m Core & Cooldown (Plank - Russian Twists - Shoulder Stretch)
Angry,Upper Body,Advanced,173,50,10m Jump Rope (Basic Bounce - Alternating Feet - Double Unders) | 30m Heavy Bag/Shadow Boxing (Jab-Cross combos - Bob & Weave - Hooks/Uppercuts) | 10m Core & Cooldown (Plank - Russian Twists - Shoulder Stretch)
Sore,Full Body Cardio,Intermediate,119,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Sore,Full Body Cardio,Intermediate,120,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Sore,Full Body Cardio,Intermediate,120,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Sore,Full Body Cardio,Intermediate,121,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Sore,Full Body Cardio,Intermediate,125,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Happy,Full Body Cardio,Intermediate,133,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Energetic,Full Body Cardio,Beginner,143,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Happy,Full Body Cardio,Advanced,152,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Focused,Full Body Cardio,Advanced,155,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Angry,Full Body Cardio,Intermediate,159,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Energetic,Full Body Cardio,Advanced,171,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Energetic,Full Body Cardio,Advanced,173,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Sore,Upper Body,Advanced,130,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Happy,Upper Body,Intermediate,138,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Focused,Upper Body,Advanced,151,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Focused,Upper Body,Advanced,154,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Lethargic,Active Recovery,Beginner,103,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Flexibility,Beginner,103,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Sore,Flexibility,Beginner,105,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Sore,Flexibility,Beginner,106,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Active Recovery,Beginner,108,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Flexibility,Beginner,115,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Happy,Active Recovery,Beginner,115,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Active Recovery,Intermediate,115,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Lower Body,Beginner,116,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Full Body Cardio,Beginner,118,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Active Recovery,Beginner,118,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Full Body Cardio,Beginner,118,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Sore,Flexibility,Intermediate,118,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Upper Body,Beginner,119,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Active Recovery,Beginner,119,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Upper Body,Beginner,119,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Flexibility,Beginner,121,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Full Body Cardio,Beginner,121,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Flexibility,Intermediate,122,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Upper Body,Beginner,124,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Active Recovery,Intermediate,124,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Lower Body,Beginner,124,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Active Recovery,Beginner,124,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Lower Body,Beginner,125,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Flexibility,Intermediate,130,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Flexibility,Intermediate,131,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Happy,Flexibility,Intermediate,131,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Lower Body,Intermediate,132,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Happy,Active Recovery,Intermediate,132,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Active Recovery,Intermediate,133,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Flexibility,Advanced,134,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Flexibility,Intermediate,134,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Active Recovery,Advanced,135,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
